SP500
2363.6101
2364.1001
2362.6799
2364.3101
2364.8501
2365.6201
2365.2
2365.29
2364.3201
2364.6399
2364.5801
2364.48
2365.23
2365.6599
2365.24
2365.3201
2364.96
2364.3999
2364.74
2363.9399
2363.8799
2363.6001
2364.04
2363.8301
2363.8501
2363.03
2363.25
2362.8701
2363.03
2363.0601
2363.9399
2363.6101
2363.47
2363.74
2363.4099
2362.51
2359.95
2359.3999
2359.52
2359.77
2357.8799
2358.3201
2357.97
2358.8701
2358.9099
2359.01
2359.1799
2359.96
2359.9199
2359.8101
2359.5801
2359.9399
2360.78
2360.46
2360.6799
2361.73
2361.5901
2361.8601
2361.25
2361.3401
2361.8899
2360.99
2360.72
2360.5701
2360.8301
2360.4299
2360.24
2360.5
2360.1899
2360.5801
2359.1699
2359.1699
2359.3
2359.1101
2359.25
2359.74
2359.79
2359.3201
2358.75
2358.55
2356.97
2356.6399
2355.48
2354.4099
2354.76
2353.9299
2353.25
2353.8
2352.8899
2352.21
2352.49
2353.3401
2353.55
2353
2352.7
2351.6399
2349.3301
2348.1001
2348.72
2349.3
2350.2
2349.9399
2349.6899
2349.26
2350.1399
2351.9199
2351.74
2351.23
2350.8701
2349.8701
2349.8301
2349.52
2350.6201
2351.8501
2352.1299
2351.5901
2351.95
2351.1899
2351.22
2351.3601
2351.96
2351.3501
2351.02
2351.1201
2350.3601
2350.03
2350.48
2350.1001
2351.03
2350.6499
2350.8201
2351.01
2350.98
2350.73
2350.73
2350.6599
2350.03
2350.0801
2349.75
2348.5601
2348.45
2349.05
2349.21
2348.1399
2348.45
2348.01
2348.1299
2349.23
2349.1101
2348.5801
2348.1001
2346.3899
2345.78
2345.49
2346.0901
2346.28
2345.95
2345.9099
2347.05
2347.1399
2347.71
2348.1599
2347.7
2347.54
2347.26
2347.29
2348.6799
2349.4099
2349.1399
2349.0601
2348.6799
2348.6499
2348.9399
2349.3301
2350.48
2350.78
2351.1201
2351.0901
2351.1799
2352.24
2351.6299
2352.01
2351.49
2351.3701
2351.54
2351.71
2351.8201
2352.0901
2352.04
2352.22
2351.8501
2352.3999
2352.73
2352.9299
2352.96
2352.1001
2351.73
2352
2351.76
2352.45
2351.75
2351.8799
2351.6101
2351.5
2352.0901
2352.1201
2352.74
2352.47
2352.54
2353.49
2352.8201
2353.3501
2354.02
2353.5701
2353.8999
2353.98
2354.01
2353.4299
2353.1101
2352.8899
2353.4099
2353.47
2354.0601
2354.4199
2354.3401
2354.3501
2354.4399
2354.6001
2354.0601
2354.05
2353.51
2353.72
2353.76
2352.71
2353.21
2352.8401
2352.4399
2352.6201
2352.8601
2352.8799
2352.9099
2352.02
2352.1399
2352.03
2352.48
2352.1899
2351.8301
2351.6499
2350.97
2351.29
2350.8501
2350.52
2351.0801
2351.1699
2350.5801
2350.0801
2351.1499
2352.1001
2351.99
2351.6699
2351.6399
2351.7
2352.1699
2352.23
2352.01
2352.3501
2352.3899
2352.28
2352.3799
2352.6499
2353.27
2352.53
2352.4199
2352.6001
2352.5801
2352.3301
2351.97
2352.1001
2351.79
2352.3701
2352.04
2351.4399
2352.1001
2352.47
2352.6899
2351.8301
2352
2350.73
2350.72
2351.03
2350.9099
2350.79
2350.71
2351.01
2351.47
2351.8401
2351.8501
2352.1001
2353.29
2353.6001
2353.8201
2353.48
2353.95
2353.52
2353.6001
2354.21
2354.0701
2353.6499
2354.21
2354.0801
2356.0801
2356.6499
2357.01
2357.1299
2357.45
2357.2
2356.7
2357.04
2357.0701
2357.28
2357.45
2357.1699
2356.96
2357.4299
2357.1001
2357.3501
2357.2
2356.8101
2356.8
2356.5901
2357.79
2357.3501
2357.3
2357.03
2357.3201
2356.71
2356.27
2356.6899
2356.5601
2357.1101
2358.1101
2358.77
2359.01
2359.05
2359.49
2359.25
2359.45
2359.02
2359.51
2358.47
2358.8101
2359.23
2359.28
2359.3101
2360.3
2359.1699
2359.3501
2358.8601
2359.1799
2359.0801
2357.47
2357.48
2358.1101
2357.6699
2357.8601
2357.74
2358.3899
2359.02
2358.5701
2358.5
2359.1699
2358.7
2358.8401
2358.3799
2359.25
2359.3701
2359.3301
2359.3301
2359.4299
2359.27
2358.52
2358.1299
2358.1399
2358.6799
2358.8999
2359.1499
2359.3501
2358.9099
2358.8999
2358.96
2358.96
2354.1101
2355.55
2355.4199
2354.8701
2354.74
2355.55
2354.52
2354.21
2354.95
2354.01
2355.02
2355.5701
2356.8601
2357.27
2356.95
2356.9399
2357.4299
2357.0701
2356.3301
2356.26
2356.27
2355.97
2355.6201
2355.6599
2354.98
2355.3301
2355.9299
2355.53
2355.7
2355.9099
2356.1101
2354.47
2353.4299
2352.6799
2352.72
2352.8601
2353.25
2353.04
2351.3701
2351.78
2351.22
2351.1299
2351.53
2351.8301
2352.23
2351.73
2352.3101
2352.48
2352.6599
2351.6001
2352.52
2352.8201
2353.0801
2353.1399
2352.9099
2353.1101
2352.5601
2352.6799
2352.3799
2353.1399
2354.3899
2355.3899
2355.3701
2355.8401
2355.23
2355.3799
2355.4099
2355.3999
2355.3799
2354.6899
2354.74
2354.21
2354.8899
2355.4399
2353.95
2353.45
2353.9099
2353.3999
2353.6599
2352.72
2353.8
2352.78
2353.03
2353.0901
2352.9299
2352.96
2353.6399
2353.8799
2353.99
2353.6001
2353.8301
2353.8999
2354
2354.3999
2355.3301
2355.0901
2354.6699
2355.3
2356.29
2356.8701
2356.3
2356.3999
2355.9099
2356.2
2355.73
2355.8701
2356.48
2356.4099
2356.5701
2357.1899
2357.47
2357.6699
2358.02
2357.8899
2358.3201
2358.96
2358.1101
2357.98
2357.8401
2357.28
